cell,X2,Y2,DataType,dbsumneg,SitePrimary,Histology,HistSubtype1,SitePrimaryCount,DataGood
MDA-MB-436,cmpd Y,cmpd E,growth,-0.92709,Breast,Carcinoma,Ns,15,yes
MDA-MB-436,cmpd Y,cmpd F,growth,-0.826,Breast,Carcinoma,Ns,15,yes
MIA-PaCa-2,cmpd X,cmpd A,viability,-5.68569,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd X,cmpd B,viability,-1.67581,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd X,cmpd C,viability,-3.18877,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd X,cmpd D,viability,-2.60721,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd X,cmpd E,viability,-8.39237,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd X,cmpd F,viability,-1.61438,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd A,viability,-2.05272,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd B,viability,-2.48059,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd C,viability,-4.26793,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd D,viability,-0.7002,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd E,viability,-6.82584,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd F,viability,-2.41198,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd X,cmpd A,growth,-3.13108,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd X,cmpd B,growth,-1.04412,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd X,cmpd C,growth,-2.42143,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd X,cmpd D,growth,-1.68596,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd X,cmpd E,growth,-4.87608,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd X,cmpd F,growth,-1.09312,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd A,growth,-1.28539,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd B,growth,-1.6491,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd C,growth,-3.79555,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd D,growth,-0.52656,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd E,growth,-4.52605,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MIA-PaCa-2,cmpd Y,cmpd F,growth,-1.5766,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
MV4-11,cmpd X,cmpd A,viability,-0.71852,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd X,cmpd B,viability,-0.39937,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd X,cmpd C,viability,-0.1125,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd X,cmpd D,viability,-0.2778,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd X,cmpd E,viability,-0.70593,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd X,cmpd F,viability,-0.89735,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd A,viability,-5.6924,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd B,viability,-4.73441,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd C,viability,-1.47747,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd D,viability,-0.66564,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd E,viability,-1.29588,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd F,viability,-1.38748,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd X,cmpd A,growth,-0.78611,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd X,cmpd B,growth,-0.41578,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd X,cmpd C,growth,-0.1401,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd X,cmpd D,growth,-0.36361,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd X,cmpd E,growth,-0.68218,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd X,cmpd F,growth,-1.34858,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd A,growth,-3.99172,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd B,growth,-4.70443,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd C,growth,-1.49118,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd D,growth,-0.79149,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd E,growth,-1.6692,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
MV4-11,cmpd Y,cmpd F,growth,-1.69459,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd A,viability,-0.96339,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd B,viability,-0.62287,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd C,viability,-0.16135,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd D,viability,-0.0606,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd E,viability,-1.33427,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd F,viability,-1.57349,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd A,viability,-6.80023,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd B,viability,-4.37723,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd C,viability,-1.18126,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd D,viability,-1.00489,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd E,viability,-1.96465,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd F,viability,-1.01588,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd A,growth,-1.14639,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd B,growth,-0.32274,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd C,growth,-0.09824,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd D,growth,-0.29667,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd E,growth,-0.81892,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd X,cmpd F,growth,-1.97159,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd A,growth,-3.45263,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd B,growth,-3.17408,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd C,growth,-0.62533,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd D,growth,-0.72638,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd E,growth,-1.29086,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
OCI-AML-2,cmpd Y,cmpd F,growth,-1.19241,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
Panc2.03,cmpd X,cmpd A,viability,-4.92815,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd X,cmpd B,viability,-0.58598,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd X,cmpd C,viability,-2.55853,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd X,cmpd D,viability,-1.17677,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd X,cmpd E,viability,-3.73645,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd X,cmpd F,viability,-1.08658,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd A,viability,-2.07878,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd B,viability,-2.5187,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd C,viability,-3.89885,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd D,viability,-0.96903,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd E,viability,-4.13466,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd F,viability,-3.61204,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd X,cmpd A,growth,-2.81766,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd X,cmpd B,growth,-0.4294,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd X,cmpd C,growth,-1.47966,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd X,cmpd D,growth,-0.7475,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd X,cmpd E,growth,-2.12438,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd X,cmpd F,growth,-0.77304,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd A,growth,-1.36418,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd B,growth,-1.42019,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd C,growth,-2.16076,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd D,growth,-0.53092,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd E,growth,-2.35134,Pancreas,Carcinoma,Ns,17,yes
Panc2.03,cmpd Y,cmpd F,growth,-2.06586,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd A,viability,-2.56994,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd B,viability,-1.20529,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd C,viability,-0.56377,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd D,viability,-1.65859,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd E,viability,-1.64398,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd F,viability,-0.64991,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd A,viability,-0.89314,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd B,viability,-2.13145,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd C,viability,-0.36448,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd D,viability,-0.04878,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd E,viability,-0.70656,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd F,viability,-0.80082,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd A,growth,-2.17084,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd B,growth,-1.04893,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd C,growth,-0.49778,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd D,growth,-1.35046,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd E,growth,-1.4007,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd X,cmpd F,growth,-0.55433,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd A,growth,-0.71676,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd B,growth,-1.74405,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd C,growth,-0.29597,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd D,growth,-0.05082,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd E,growth,-0.64465,Pancreas,Carcinoma,Ns,17,yes
Panc02.13,cmpd Y,cmpd F,growth,-0.68293,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd A,viability,-4.27539,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd B,viability,-1.31534,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd C,viability,-3.42975,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd D,viability,-0.91252,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd E,viability,-6.4456,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd F,viability,-1.51409,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd A,viability,-0.85969,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd B,viability,-1.41538,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd C,viability,-3.74051,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd D,viability,-0.1047,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd E,viability,-4.72221,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd F,viability,-0.50641,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd A,growth,-2.3017,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd B,growth,-0.72975,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd C,growth,-2.25074,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd D,growth,-0.59578,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd E,growth,-3.5798,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd X,cmpd F,growth,-1.11552,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd A,growth,-0.55677,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd B,growth,-0.81856,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd C,growth,-2.78999,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd D,growth,-0.07649,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd E,growth,-3.18065,Pancreas,Carcinoma,Ns,17,yes
Panc05.04,cmpd Y,cmpd F,growth,-0.45933,Pancreas,Carcinoma,Ns,17,yes
Panc08.13,cmpd X,cmpd A,viability,-1.8557,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd X,cmpd B,viability,-1.24607,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd X,cmpd C,viability,-2.33631,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd X,cmpd D,viability,-1.07063,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd X,cmpd E,viability,-3.1016,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd X,cmpd F,viability,-0.60315,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd A,viability,-0.26417,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd B,viability,-0.73205,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd C,viability,-1.84496,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd D,viability,-0.28601,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd E,viability,-3.43814,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd F,viability,-1.00704,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd X,cmpd A,growth,-1.49531,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd X,cmpd B,growth,-1.13618,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd X,cmpd C,growth,-1.79197,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd X,cmpd D,growth,-0.812,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd X,cmpd E,growth,-2.12838,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd X,cmpd F,growth,-0.42242,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd A,growth,-0.22355,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd B,growth,-0.59657,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd C,growth,-1.25369,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd D,growth,-0.21658,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd E,growth,-2.22979,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc08.13,cmpd Y,cmpd F,growth,-0.70389,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd A,viability,-2.31583,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd B,viability,-1.46036,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd C,viability,-1.48962,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd D,viability,-0.9793,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd E,viability,-4.24885,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd F,viability,-1.14757,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd A,viability,-0.83722,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd B,viability,-2.48035,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd C,viability,-0.99875,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd D,viability,-0.25956,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd E,viability,-2.23118,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd F,viability,-1.57334,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd A,growth,-1.36252,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd B,growth,-0.91273,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd C,growth,-0.82827,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd D,growth,-0.50438,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd E,growth,-2.25148,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd X,cmpd F,growth,-0.75025,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd A,growth,-0.66603,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd B,growth,-1.35678,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd C,growth,-0.58411,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd D,growth,-0.17396,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd E,growth,-1.50008,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Panc10.05,cmpd Y,cmpd F,growth,-1.05419,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
RPMI-8226,cmpd X,cmpd A,viability,-2.51549,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd X,cmpd B,viability,-0.85013,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd X,cmpd C,viability,-0.80752,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd X,cmpd D,viability,-0.93923,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd X,cmpd E,viability,-3.73894,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd X,cmpd F,viability,-2.25944,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd A,viability,-3.85149,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd B,viability,-4.09018,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd C,viability,-0.4417,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd D,viability,-0.16656,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd E,viability,-0.85424,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd F,viability,-0.74864,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd X,cmpd A,growth,-1.62063,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd X,cmpd B,growth,-0.46428,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd X,cmpd C,growth,-0.76119,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd X,cmpd D,growth,-0.74189,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd X,cmpd E,growth,-2.8554,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd X,cmpd F,growth,-1.74761,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd A,growth,-2.17143,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd B,growth,-2.52652,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd C,growth,-0.3875,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd D,growth,-0.20889,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd E,growth,-1.06508,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
RPMI-8226,cmpd Y,cmpd F,growth,-0.95252,Haem Or Lymph,Lymphoid_Neoplasm,Plasma_Cell_Myeloma,43,yes
COLO-742,cmpd X,cmpd A,viability,-2.10188,#N/A,#N/A,#N/A,2,#N/A
COLO-742,cmpd X,cmpd B,viability,-1.0149,#N/A,#N/A,#N/A,2,#N/A
COLO-742,cmpd X,cmpd C,viability,-1.55747,#N/A,#N/A,#N/A,2,#N/A
COLO-742,cmpd X,cmpd D,viability,-0.84429,#N/A,#N/A,#N/A,2,#N/A
COLO-742,cmpd X,cmpd E,viability,-5.06794,#N/A,#N/A,#N/A,2,#N/A
COLO-742,cmpd X,cmpd F,viability,-0.99412,#N/A,#N/A,#N/A,2,#N/A
COLO-742,cmpd Y,cmpd A,viability,-0.35784,#N/A,#N/A,#N/A,2,#N/A
COLO-742,cmpd Y,cmpd B,viability,-1.18505,#N/A,#N/A,#N/A,2,#N/A
COLO-742,cmpd Y,cmpd C,viability,-2.74306,#N/A,#N/A,#N/A,2,#N/A
