X1,mgi_symbol,transcript_biotype,P2_Roska,P4_Roska,P6_Roska,P10_Roska,P2_KO,P4_KO,P6_KO,P10_KO
ENSMUSG00000038418,Egr1,protein_coding,7.603176293927103,6.882911647666111,8.426020546396325,9.876499553273327,6.806397480303611,6.822439425198656,7.119965909934552,7.354426969559819
ENSMUSG00000038453,Srcin1,protein_coding,6.007491920037747,5.812666655109278,5.3505709635894965,5.904773251566406,3.5574646721916654,2.8711235278839107,3.4548972775082736,4.225206214916672
ENSMUSG00000038473,Nos1ap,protein_coding,2.779432397885176,2.4387599589761617,1.838878366251296,2.0578549371727424,0.2427387716736093,1.600557667207195,1.9297277724041015,0.9852338503727814
ENSMUSG00000038530,Rgs4,protein_coding,3.328490357326318,4.5878853945939815,2.827876046320345,1.6755230184711618,1.0315579269656172,1.8979855923280968,2.1181923712513444,1.844845975888878
ENSMUSG00000038538,Ubn2,protein_coding,9.265057857738446,9.308278056117782,9.258571962690679,9.024667936632634,6.035256443574598,7.42674847877684,6.635598080952234,6.064725699893528
ENSMUSG00000038570,Saxo2,protein_coding,3.7055665515257665,3.707181695326126,4.270818268211013,3.8605610516762137,1.56579910927729,2.8936393274925707,2.5824299096328756,3.3730172913193766
ENSMUSG00000038576,Susd4,protein_coding,5.603086397282776,5.007949385283773,6.295421680454876,7.253243842401066,2.2691459408507546,2.903165404581899,3.528676459277463,4.6975802078681195
ENSMUSG00000038633,Degs1,protein_coding,3.7664358155619144,3.83933231198719,4.265256798344427,5.225150079939092,2.429683981914934,3.01817066499238,1.8902831784569738,3.63512797094379
ENSMUSG00000038658,Ric1,protein_coding,7.913850193832439,7.8223511291618895,8.056233585983476,7.95879314024404,5.675527447943012,6.41908078277682,6.317468427162497,6.506190924197594
ENSMUSG00000038663,Fsd2,protein_coding,2.1996524052481097,2.455818498513322,2.97223306834836,1.5818712787561917,0,0.8479844849419521,1.7830882809084152,1.2817031491377302
ENSMUSG00000038679,Trps1,protein_coding,6.4871973819535995,6.157696221993729,6.611575473069709,6.7886499280454125,3.562055364234747,4.756725003822268,4.398156415406011,4.183891323093475
ENSMUSG00000038718,Pbx3,protein_coding,6.992817179386581,6.670733056141889,7.206459747317766,7.74930392265098,4.401493772008782,4.448865991535154,4.907822760518036,6.200507236548202
ENSMUSG00000038732,Mboat1,protein_coding,5.3332758830864035,5.122534954729671,5.590755090627246,5.556908164345016,3.3996792834545797,3.206073074600138,2.817504882151359,3.175377282006616
ENSMUSG00000038733,Wdr26,protein_coding,9.295792889922026,9.233387231729328,9.20759412112543,8.97952786449355,6.546866819175168,7.7221789701344195,6.610060773942737,6.511827193564163
ENSMUSG00000038738,Shank1,protein_coding,5.477555277771421,6.029305879308767,4.808767245428858,4.478520198161993,2.3748587502472387,2.845255605339003,3.429401292537579,2.5917991729272685
ENSMUSG00000038774,Ascc3,protein_coding,6.965628840551552,6.989538594760467,7.070321917527583,7.131200587871631,4.523805818615743,5.427039223025162,4.456449171278042,4.200207288308005
ENSMUSG00000038831,Ralgps1,protein_coding,7.24105562288108,7.219571268942927,7.104260269629901,7.252644327334039,4.748431975863601,5.597809176847857,5.457009088079266,5.580636482999642
ENSMUSG00000038836,Agbl3,protein_coding,4.81839142663874,4.484411037741085,4.6173986404572345,4.933113771900343,1.6775493063075235,3.8047350981465082,3.182538995921035,3.8072439172210855
ENSMUSG00000038872,Zfhx3,protein_coding,5.550437340625152,5.863373601581891,5.09444500754746,5.296249145729741,2.1639811580960515,2.6548550292717437,4.072266486360085,2.335959452192804
ENSMUSG00000038879,Nipal2,protein_coding,2.433257154537142,2.755882036039202,2.26715985207644,4.219934376728984,1.6397212142646536,1.3846229788229245,1.4131294911050463,1.753903751657511
ENSMUSG00000038894,Irs2,protein_coding,4.835611850983331,4.801851362052398,5.505136971755326,4.950082112203824,3.458806735993733,3.158146943606028,3.271059458207003,2.901588994112754
ENSMUSG00000039004,Bmp6,protein_coding,1.4313287715968475,1.3633128803817312,2.4996273791668386,1.8140307925161288,0,0.5571506675185111,0.5284029788240551,0.7733749278837356
ENSMUSG00000039063,Echdc3,protein_coding,3.2267060118927917,2.593032165043366,3.2737941545048765,3.2426301072022587,0.7932275456714809,2.105661333713356,1.3887413247706017,0.9759259366029224
ENSMUSG00000039103,Nexn,protein_coding,4.316750633455501,4.801332026854683,4.507047488856291,4.6050480524094395,2.9814651934042944,1.6648988354172516,2.814745278054509,2.550895212649177
ENSMUSG00000039114,Nrn1,protein_coding,3.6586711737649966,4.416788458558188,1.8182644400868142,2.641862224851352,0.7932275456714809,0.8129770515670807,0.5275571264820831,0.9852338503727814
ENSMUSG00000039126,Prune2,protein_coding,4.334019611900525,5.2828912687116025,4.4099624217401825,5.883590757618188,1.1374198088798864,3.3087962287507127,2.99873580204496,3.854021426967788
ENSMUSG00000039145,Camk1d,protein_coding,4.954126320457207,4.778841230464946,6.155949822446072,7.795307254437283,2.4563345887029877,2.4394275718298606,2.4021662694551953,3.2707090119110203
ENSMUSG00000039153,Runx2,protein_coding,4.416121318440745,4.219085294682448,3.2547205829970416,3.768118539718683,1.9063331501512948,2.956373513397025,2.4684449366882872,2.1967679031716347
ENSMUSG00000039166,Akap7,protein_coding,6.027404703154507,6.019552912017964,6.051835306215366,6.2372693389893765,3.698579202072025,5.222079548941989,4.9218874374606205,5.386652972207654
ENSMUSG00000039270,Megf9,protein_coding,7.469917161205357,7.464391609200794,7.608421644043789,8.518623625812339,5.301870919074585,6.198368925322983,5.633363277474015,5.971130814499614
ENSMUSG00000039278,Pcsk1n,protein_coding,3.468829473140637,3.684964810283328,3.537165739391653,4.556940368492398,1.3597156080008865,0.9564337644441774,1.1894535063869764,2.208737031108686
ENSMUSG00000039375,Wdr17,protein_coding,6.549433327415643,6.06897716102805,7.525197837491387,8.208939311653166,1.954791177221317,2.9361810560918955,3.6856083539063205,5.654100199921582
ENSMUSG00000039458,Mtmr12,protein_coding,4.81488275284523,4.995567336672163,4.334477281016929,4.215761048719322,2.8149368936089303,4.35252519814936,3.1180672344310105,3.0705953819815117
ENSMUSG00000039462,Col10a1,protein_coding,3.204240263763022,2.941169721900768,2.7792690841091323,3.819058720777771,1.285875081725689,0.03391894986558771,0.6680557487442611,2.051587204015102
ENSMUSG00000039481,Nrtn,protein_coding,2.9881154708168425,2.4781852820651546,3.026391051898971,2.199692996528204,1.9444848448756196,0.5336341270901179,1.3975340040529496,1.959020245650644
ENSMUSG00000039531,Zup1,protein_coding,4.990578551864606,5.188195406262992,5.086558855282345,4.81207673625669,2.4779339233253093,3.7064217647321653,3.4755921296118664,3.10139011278208
ENSMUSG00000039578,Ccser1,protein_coding,5.483931054420368,5.430212027841456,5.477438833625079,5.7620500493755955,3.4332361236836846,3.3668149867679156,3.137398475603902,3.796395839829271
ENSMUSG00000039585,Myo9a,protein_coding,8.527425455985489,8.615844609070972,8.409079651664547,8.114225877936162,5.475590417632839,6.63244944063345,5.677942733414232,5.309492867026188
ENSMUSG00000039629,Strip2,protein_coding,5.0710790589085875,5.097023202373222,5.385970568799743,6.32419865643358,2.569846926323698,3.8428370064411608,3.93929020788812,5.064132034223888
ENSMUSG00000039630,Hnrnpu,protein_coding,7.925901954814221,7.895378609694161,7.991597655642647,8.106227099115781,5.919892736900503,6.830949556784254,6.053822416151272,6.245718981047866
ENSMUSG00000039633,Lonrf1,protein_coding,5.435029280710672,5.453247975682752,5.870296067149053,5.851276970637877,3.2270899050975417,3.849995010265014,3.255260369913732,4.168652790559538
ENSMUSG00000039652,Cpeb3,protein_coding,5.831723436999399,5.588213327159952,5.9183684367738465,6.5587329714447655,3.1622160422398267,3.345457717696496,3.946964663437286,4.277011029829909
ENSMUSG00000039672,Kcne2,protein_coding,6.398942766382105,4.483950313113892,7.396563346212362,9.225574225657729,2.4733515373282375,3.6668749120074033,5.644047503027676,8.25851363674815
ENSMUSG00000039683,Sdk1,protein_coding,5.063705845308663,4.509824064223551,4.051378114418118,2.2006911451058966,2.6812958093219517,2.35348574208395,1.935476676794311,2.472855367737921
ENSMUSG00000039697,Ncoa7,protein_coding,4.8746763353661215,5.021345806384734,4.676763542688241,4.489939305592099,2.7921275512534014,3.684240426574299,3.016720880876196,2.469543050819005
ENSMUSG00000039701,Usp53,protein_coding,5.9790397512712765,6.128504123853172,6.392352372059022,6.651093804485398,3.8581939560301235,4.557559559320387,4.03479468833812,4.072125255020464
ENSMUSG00000039704,Lmbrd2,protein_coding,6.821995406400425,6.7949925594814244,6.96295301082546,6.447213441583707,2.837391220580484,4.920411836164479,3.814474298654315,3.336687374715074
ENSMUSG00000039717,Ralyl,protein_coding,4.15939845555307,4.854789238619853,4.129523651977699,4.0923683571191605,0.2427387716736093,1.3035182450599263,1.8079623373372695,1.5275119572405609
ENSMUSG00000039753,Fbxl5,protein_coding,7.968830245454672,7.754087370907313,7.9770955688544225,8.141931943026572,5.968005829977563,7.2227131190762925,6.298328153308523,6.868619511085103
ENSMUSG00000039782,Cpeb2,protein_coding,5.543417614810861,5.9354736329059,5.198970662558089,5.3967237162715955,3.0243738178027035,4.2293007435629235,2.657552242440379,2.531965745258899
ENSMUSG00000039809,Gabbr2,protein_coding,5.6588692191880625,6.030905995898082,5.123246613202815,5.517038888418338,2.558806989443418,3.3228223591613206,3.3290731585676325,3.889742730333725
ENSMUSG00000039841,Zfp800,protein_coding,6.049404700055237,5.963196541637071,6.220435669241262,6.354990091818581,3.7690743321847786,5.051729019843598,4.179941069308208,4.521158210082585
ENSMUSG00000039887,Alg14,protein_coding,4.18863456783667,4.3824262373000655,4.598952612892161,4.399407670576302,2.4148293892907016,3.664422065618529,3.0197130865141166,2.7016791223997356
ENSMUSG00000039943,Plcb4,protein_coding,6.7945727249410055,6.721657035310334,6.828843990911731,7.5073156222508794,3.990517243663319,5.1266570871172545,4.7467509273206225,5.413597059679145
ENSMUSG00000039967,Zfp292,protein_coding,8.973660194355737,9.051583219324861,8.98850071142293,8.463001912222868,5.6819629896595645,7.240345570586958,5.982414323482538,5.473067764542572
ENSMUSG00000039987,Phtf2,protein_coding,6.648581752067565,6.732794063568472,6.54298553670662,6.433518364440913,4.325292453000075,5.635290368745951,4.835977260057536,4.68192345698891
ENSMUSG00000039988,Ankrd13c,protein_coding,6.443765497068113,6.365959926824652,6.410475660128325,6.4324662199515865,5.043487491442345,5.286114948538542,4.312968960026558,4.356435665551501
ENSMUSG00000040003,Magi2,protein_coding,7.190916023837735,7.297308407079501,7.197199007126752,7.377528483011874,5.055078062735236,5.638257532323609,5.764007454663835,5.669234404967614
ENSMUSG00000040021,Lats1,protein_coding,7.981218145599319,8.045862284378462,8.057374932030957,7.812975386765751,5.820991634249681,6.4425706316354905,5.6811750994578825,5.8046055504196925
ENSMUSG00000040022,Rab11fip2,protein_coding,6.103260930503159,6.390233416589586,6.283527065900414,5.732308417705655,3.791213917609837,5.1190057237685025,4.664213711760057,4.227168932443839
ENSMUSG00000040035,Disp2,protein_coding,5.449770903526262,6.023801984930362,4.952158701870753,6.0726640133636725,2.0214210459469237,2.983471229758353,3.9181497362999727,3.727751314747066
ENSMUSG00000040037,Negr1,protein_coding,7.570745571323622,7.644709223696066,8.133655436532836,8.70761672606075,3.054781458826705,4.121955282346787,4.048009604682363,5.476274154352455
ENSMUSG00000040111,Gramd1b,protein_coding,8.466587928430252,8.005223134181435,8.814480917883236,9.6458235877198,5.5208632195505976,6.406941487537294,7.273292612765039,8.283610818642982
ENSMUSG00000040118,Cacna2d1,protein_coding,6.431228628941675,6.5719044946124106,5.853994132474236,5.374925269859658,3.887111627380737,5.765107134406769,4.952114681983531,3.7844491533517983
ENSMUSG00000040125,Gpr26,protein_coding,1.8864864212028944,4.225577703711465,1.0858508005063103,0.34111548203841946,0.42102507813254203,0.9256723353535646,0.9245823863505994,1.7429708877184213
ENSMUSG00000040151,Hs2st1,protein_coding,7.062712793905646,7.012592797326463,7.24858422853313,7.411058272332941,4.8382959036010575,5.640595609468426,5.041048969480596,5.375087865134545
ENSMUSG00000040163,1700034J05Rik,protein_coding,1.217205508649478,2.081866228811051,2.0712086194451134,0.4920445289523728,0,0,0.1984236170271395,0.9852338503727814
ENSMUSG00000040225,Prrc2c,protein_coding,9.783495709253888,9.965364101638759,9.562159188021633,9.429188284224292,7.378291448149929,8.333003775535449,7.497396610509221,7.0372654577245735
ENSMUSG00000040265,Dnm3,protein_coding,7.815802989241267,7.874612451805213,8.147924844152842,9.137269696267868,4.868700138942234,5.275912427984616,4.998443086138355,6.144665938172689
ENSMUSG00000040269,Mrps28,protein_coding,5.045199649909003,4.714063638360569,5.645978067455101,5.4064899818742775,3.0565041209930883,3.7844890977348626,3.9523024911986107,4.401866863623164
ENSMUSG00000040270,Bach2,protein_coding,6.836528751782883,6.746731196018722,6.328656962948434,6.736932310029841,4.565697401904737,4.511900344360863,4.722319423198966,4.428104370877198
ENSMUSG00000040274,Cdk6,protein_coding,7.908321524481657,7.707229969384808,7.769808765188066,8.256633371026968,4.731508139755035,5.722917473361505,5.348934951397847,5.796949373457368
ENSMUSG00000040297,Suco,protein_coding,6.936860098562167,7.299746829476308,7.085902165339026,7.049775633185887,4.883882993894328,5.691895139352643,4.407060810238082,4.4924996877439245
ENSMUSG00000040321,Zfp770,protein_coding,5.571070450219641,5.5536339342439405,5.331692400313492,5.571859270580284,3.4502371362114976,4.487273163849948,2.9273527158368715,3.021141805633873
ENSMUSG00000040339,Fam102b,protein_coding,5.126860304207618,5.2523361355239535,4.973437704390984,4.897129883564746,3.2577161410507993,3.884668042138387,3.6642138260252035,4.044300758457002
ENSMUSG00000040351,Ankib1,protein_coding,6.305267716782309,6.4062984943153305,6.45896304896899,6.070600778685087,4.026726977156295,5.131993026108073,4.294813986761171,4.543569996440658
ENSMUSG00000040372,Gpr63,protein_coding,2.347961459935237,2.5303802571878746,2.621974296782435,2.170160142657222,0,1.1118676301351085,0.38869048292586944,0.5751352125998994
ENSMUSG00000040373,Cacng5,protein_coding,3.7649032072275883,4.840202184610478,1.222800246832781,1.7514342851127909,2.081729404699764,0.851528590775291,0.7198777564702862,0.3160397585807193
ENSMUSG00000040387,Klhl32,protein_coding,3.9835739043330674,4.192831592400188,3.981914253082986,4.505880310503565,2.8241867195559958,2.645956765663865,1.9465339873311562,2.7413246024773987
ENSMUSG00000040396,Abhd13,protein_coding,5.888063454647356,5.618955868757849,5.989717796290724,5.939021800073499,3.8101835830698185,5.045095770556026,4.329265381973299,5.038815031470815
ENSMUSG00000040420,Cdh18,protein_coding,4.572127421563589,4.6140454105844535,5.355383024751705,6.136834541827513,0.7465338284773332,1.6679171283763,1.5785587210521668,2.6345361026046494
ENSMUSG00000040423,Rc3h1,protein_coding,8.099498140094571,8.148520926516193,8.100564068690547,7.891799263511694,4.593403473917808,6.112854597975613,4.8558282629976794,4.291374827855294
ENSMUSG00000040433,Zbtb38,protein_coding,7.092454061721636,6.9292647381558075,7.238485241482435,7.584984005033783,4.137462413075428,5.297828228217156,5.060122052253047,5.178018311511029
ENSMUSG00000040459,Arglu1,protein_coding,8.28771976604015,8.119785461468217,8.19336497629737,8.304637359968735,6.470447132999346,6.700979689922065,5.93298411913774,6.076799330589866
ENSMUSG00000040473,Cfap69,protein_coding,6.044041273810449,5.796598923128627,6.29997326747621,5.85957292076346,3.5301563620007896,4.945987987119544,4.097978554550482,3.978580661089715
ENSMUSG00000040511,Pvr,protein_coding,3.7907769039455745,3.0822975267337704,4.656940553006246,5.180086309983922,2.027685496253513,2.020684330123882,2.865156170227601,3.8280850704147347
ENSMUSG00000040520,Manea,protein_coding,4.350480821294433,4.931207762181182,4.978669242203518,4.958515828828228,1.9341043560219495,3.8174733344988434,2.5389746577692223,2.449507841148483
ENSMUSG00000040537,Adam22,protein_coding,6.082714375668694,6.788450264070138,5.910155478332729,5.9906474023993495,4.1261075406772285,5.613365179557647,4.868664774834779,5.169756948510009
ENSMUSG00000040543,Pitpnm3,protein_coding,8.615205532592036,8.053740835503811,8.83286417173432,8.672490879635443,3.950080849072919,4.311188490863347,4.873064437284442,5.427747317056843
ENSMUSG00000040560,Wdr7,protein_coding,7.275081426921088,7.395418396890611,7.498708265107169,7.756255836063585,4.862363310933149,5.37184309316108,5.451042423574573,5.915881806222567
ENSMUSG00000040565,Btaf1,protein_coding,7.238517488894111,7.156253525093824,7.4252298692178185,7.453151444309829,5.023796451790209,6.1036688573412015,5.331557411232199,5.441315819314981
ENSMUSG00000040570,Rundc3b,protein_coding,5.597505101106375,5.891374930509651,5.366239666249142,4.784306679138483,3.620973364596886,4.5953606979221675,4.136015668211465,3.805931294250181
ENSMUSG00000040594,Ranbp17,protein_coding,5.83638638718345,5.857170536177307,5.634705090589095,5.567909131845998,2.9023080862931705,4.038979400501617,3.271074325094889,3.3293969820166103
ENSMUSG00000040640,Erc2,protein_coding,6.487703403716058,6.882571726888667,6.581820374131463,6.433957168977695,4.28648575348776,4.905868125744632,4.589482017860341,4.860279070054829
ENSMUSG00000040729,Cep126,protein_coding,6.062776720360032,5.952748994274996,6.180673580736434,6.162937024165291,3.360368254796729,4.898984064619152,3.751170693623234,3.8463802216213763
ENSMUSG00000040760,Appl1,protein_coding,7.23362149243893,7.499455314479932,7.543901143268293,7.2733384198956035,5.4017974062530545,6.35420003871656,5.467404430622346,5.330966647056884
ENSMUSG00000040782,Cop1,protein_coding,6.891542091698826,7.227435858155773,7.033304264381675,6.808586711349561,4.468124903362212,5.050862197673625,4.106476177397379,3.5456159797324003
ENSMUSG00000040785,Ttc3,protein_coding,9.697986826109124,9.848972578619422,9.407521692207442,9.167559042410648,7.548331513290232,8.739877900595003,7.8652893678215134,7.358173388991904
ENSMUSG00000040818,Dennd6a,protein_coding,7.179629872759548,7.18815185378805,7.153612201763099,6.8362445078850484,4.844958911484085,5.505369352848514,4.699149693915823,4.294186097915667
ENSMUSG00000040843,Tiprl,protein_coding,5.77852053910728,6.100811777186831,5.981349561029248,5.822454771006251,4.2366741101027765,5.081970925631415,3.7572084805537163,4.285735799843307
ENSMUSG00000040852,Plekhh2,protein_coding,6.73567066955325,6.359968148757981,6.64372246850364,7.174263275283363,3.772808535524733,5.626108169424213,5.321572161791265,5.395074022120371
ENSMUSG00000040865,Ino80d,protein_coding,8.111989148575736,8.120437374006087,8.332408817642834,8.239142523469082,5.481269453163088,6.209789894638907,5.856877691607118,5.594477485210802
ENSMUSG00000040875,Osbpl10,protein_coding,3.305564742301056,3.3579179196349878,2.6972875602255484,3.096871177225338,2.372094658024849,1.6219793035613255,1.3808317115369593,0.7947074980030391
ENSMUSG00000040929,Rfx3,protein_coding,7.8738162147234325,8.058584761573599,7.881971399381972,7.764036786883815,4.349476593911505,5.789584202725623,4.859276637249714,4.65339756296706
ENSMUSG00000040943,Tet2,protein_coding,8.735014890501827,8.556482357243139,8.718475332223363,9.056919409262624,5.172373451395888,6.55578231862559,5.821231219825746,6.082024410140382
ENSMUSG00000040990,Sh3kbp1,protein_coding,4.622354655732188,5.4328456480202245,3.965798856530556,4.6143035366504765,2.7630992030526538,3.2433816135322777,3.210390060594377,2.9313580252001255
ENSMUSG00000041014,Nrg3,protein_coding,3.447513407417592,4.413349022751221,0.9778947367091363,2.053286479495778,0,1.3160742426543333,0.5567630497015882,0.5751352125998994
ENSMUSG00000041040,Fam117b,protein_coding,7.363860810167688,7.3589015446739845,7.165898937235692,6.862378556176128,5.13175371152964,5.88115681291856,5.551861838025946,5.628163635995506
ENSMUSG00000041044,Lrit1,protein_coding,8.042859984161415,7.318445980451226,8.724443884751453,9.576823584504352,4.9170999374581115,5.765326386397699,6.694106947380663,7.280007316713099
ENSMUSG00000041046,Ramp3,protein_coding,3.7300184713298496,3.735674232866423,3.3392534004661614,3.1129213921368155,1.9916986745493588,1.2869309357521213,0.8790603692038447,2.1967679031716347
ENSMUSG00000041064,Pif1,protein_coding,1.6385500241319446,2.643412064873566,1.5944718814901042,2.027467811128014,4.073543249821273,2.980641867844846,1.0103566315104884,0.5751352125998994
ENSMUSG00000041144,Dnah7b,protein_coding,5.97516543931023,5.553450483008812,6.175518779691548,7.121124807093274,2.983277605697655,3.5366841771278046,3.3998704226367593,4.303517629934047
ENSMUSG00000041220,Elovl6,protein_coding,7.261056220151581,7.181642018377895,7.8298945592513265,8.195518248758965,4.178848920722994,4.177133529280508,3.99081756288953,5.888728330824411
ENSMUSG00000041229,Phf8,protein_coding,7.513790819817573,7.422230767918407,7.518581966581959,7.413930391095908,5.213085238085276,6.160362902300367,6.118637059061671,5.872831377077766
ENSMUSG00000041245,Wnk3,protein_coding,6.3467558820372885,6.328858462377423,5.632006954423655,5.449034359842503,3.757346325768014,4.411998887162115,4.294236721519474,3.8412635075341885
ENSMUSG00000041268,Dmxl2,protein_coding,9.49318334308794,9.388074591659514,9.76774755993355,10.073532702073662,7.348622037018341,8.454872850688938,8.03297559932942,7.841164773570384
ENSMUSG00000041308,Sntb2,protein_coding,5.0460825774363,4.72721812460098,5.131233536038335,5.95426647766419,1.3021108037388287,3.1600250673292014,2.8741249164082663,2.91138741500237
ENSMUSG00000041353,Tmem29,protein_coding,5.145417449973944,5.176531810811491,5.372697931911002,5.723580215116949,3.7967265206973324,3.745745369429202,3.417509644562192,3.5518938889572405
ENSMUSG00000041408,Wapl,protein_coding,7.993577361246875,7.942449533068512,8.135827720748773,7.9367088992199415,6.030221175925932,6.760826219561329,5.8928321598095526,5.857632685770186
ENSMUSG00000041426,Hibch,protein_coding,4.475908407697739,4.487666928840456,4.5662197118827175,4.711771553820486,2.466164782138269,3.9589670177844187,3.8658243556442913,3.889742730333725
ENSMUSG00000041439,Mfsd6,protein_coding,5.67379649487931,5.8214029630332895,5.574211842298279,5.777249875828192,3.716620730251368,4.0572167351313295,4.0011735761261535,4.032859269626827
ENSMUSG00000041444,Arhgap32,protein_coding,8.282913633587247,8.17133527764173,8.387355562011177,8.023914338367902,5.78695815150598,6.5433332706916065,6.087315907699926,6.181413559523947
ENSMUSG00000041471,Shld2,protein_coding,4.110906328427918,3.9775543970544165,4.104894376641342,4.052363045801189,2.0311939676207937,3.290151430964636,2.0420285730236807,2.200768655998196
ENSMUSG00000041540,Sox5,protein_coding,4.017764143822769,4.68029171101735,3.45158450790622,3.2105919921068335,1.6268881771241424,2.9925256295300517,2.3181282411308266,2.3323170212478703
ENSMUSG00000041570,Camsap2,protein_coding,8.242328758117408,8.331364446152167,8.177514450064574,7.9095436350360275,6.186110506929238,6.812229044815991,6.254452804802442,5.899975310937207
ENSMUSG00000041624,Gucy1a2,protein_coding,4.94118009877528,5.154122424730282,4.228142532459156,3.658302479607034,1.6775493063075235,3.1711438735522153,2.9735733190659532,0.7947074980030391
ENSMUSG00000041734,Kirrel,protein_coding,5.895676634290569,5.4657685304195915,6.270820988771749,6.675903284287252,4.601955326505196,4.471887383444407,4.040559130901431,4.965215262007446
ENSMUSG00000041741,Pde3a,protein_coding,4.710772188801456,5.853385034744382,4.405445647853577,5.274668375364748,3.2958361259456255,4.473900791099091,3.3055463123097777,2.0382342515612284
ENSMUSG00000041757,Plekha6,protein_coding,6.664874993930544,6.4517053913778515,6.7262096201304695,7.303791906360586,4.109412377780483,4.594104251968575,5.8068367077575775,6.221451594657417
ENSMUSG00000041763,Tpp2,protein_coding,6.598297813254596,6.652783669681087,6.5520750914675,6.556139956437573,4.404729355572646,5.92821194188819,5.032127153178122,4.8563296815365575
ENSMUSG00000041771,Slc24a4,protein_coding,6.474186569470636,6.054872754337013,6.855023130691161,7.787937995138564,3.0145544286051504,3.5708694626355553,4.970419417971803,6.532609003288221
ENSMUSG00000041794,Myrip,protein_coding,5.790059002430226,4.7268469264068305,6.286697702188907,6.752429978777795,2.351646823967348,2.876676805247442,4.139259281656636,5.2669936616191535
ENSMUSG00000041817,Fam169a,protein_coding,7.61498476442606,7.133458096062201,8.252045518138823,9.194373847044593,5.609805260575843,5.891962670584448,6.091392182904453,6.9861740822151255
ENSMUSG00000041935,AW549877,protein_coding,8.485413220241327,8.395987909508047,8.783067913397243,8.898910140279467,6.003215538212514,7.18790515982239,6.118674229049438,6.253247558626528
ENSMUSG00000041957,Pkp2,protein_coding,3.7573228020324563,3.5760756406979435,4.735800637637307,5.052096017134267,1.5522882150347865,3.232468078976666,2.424995109723586,3.450180681419699
ENSMUSG00000041961,Znrf3,protein_coding,5.245336158992381,5.22897541866259,5.270075944292123,5.479733040985563,2.759339750898195,3.543613379759933,3.648006352258922,3.524643556384324
ENSMUSG00000041992,Rapgef5,protein_coding,6.277033167238731,5.8104969930488215,6.934170971600087,7.404034681523497,1.834029366852292,2.3190327049155535,3.201818496865886,4.703398921339393
ENSMUSG00000042035,Igsf3,protein_coding,6.411664464424932,6.5649822784993495,6.3037834130316055,7.746788377294492,2.7437317250068363,3.2916177086841554,3.1156780366710386,3.664738087206633
ENSMUSG00000042042,Csgalnact2,protein_coding,4.623127795818915,4.4981190864021645,4.855478892200111,5.201871896828989,2.3748587502472387,3.932446869761198,3.730620500154798,4.07757473091701
ENSMUSG00000042104,Uggt2,protein_coding,6.502536617704216,6.614801068191645,6.206251196638968,6.792173447123207,3.144316826058866,4.937521233300973,4.305665509911083,3.3980386064806374
ENSMUSG00000042197,Zfp451,protein_coding,7.858510206110852,8.229539628081454,7.894517258408491,7.714462910269235,5.807349566244028,6.384475457785826,5.547508781157605,4.940022747753526
ENSMUSG00000042225,Ammecr1,protein_coding,5.7913486892062735,5.709970878415673,6.332246255518401,6.519282446941024,3.202908336885224,3.761485985635814,3.5247809780674184,4.239120192074811
ENSMUSG00000042272,Sestd1,protein_coding,7.0326812001379055,7.254685463125901,6.808145768466772,6.433449581112488,3.9930196768544977,5.628191403411383,4.941321824408504,4.527543217738336
ENSMUSG00000042282,Gucy2f,protein_coding,3.3766882069023207,1.9692600285520874,4.647626951048838,6.745731228447787,1.0699911745448314,1.862429260701773,1.9078583818185904,3.251551644598761
ENSMUSG00000042293,Gm5617,protein_coding,2.9983301858287104,3.3845501408331784,3.6220785958930164,3.8997512347213137,0.45045749053476325,2.383622520188106,2.068327794874209,2.4077621867473216
ENSMUSG00000042323,Pbrm1,protein_coding,8.442764131556201,8.573826134522468,8.511947889493298,8.175746474323743,6.176433087233771,7.374930969387806,6.189332218859424,5.7977834911443225
ENSMUSG00000042390,Gatad2b,protein_coding,8.504435820668471,8.549986388358452,8.399467172387038,8.266675006095545,6.0506898648663405,6.653357917626794,6.126209521662116,5.825791821422183
ENSMUSG00000042410,Agps,protein_coding,7.367799261942528,7.302750938804783,7.488151537870484,7.407129338963517,4.055553572128756,5.7822353751807185,4.664307082805544,4.651033018363895
ENSMUSG00000042444,Mindy2,protein_coding,7.041016689227264,7.13572350390183,7.127281586122686,7.378939419805462,3.757346325768014,5.572169600815468,4.820514576214957,5.061934315236764
ENSMUSG00000042453,Reln,protein_coding,6.6436831725592835,7.599743650983949,4.808311125293079,3.9393462103461,5.077465886431411,4.687850454316072,4.2422828276387685,3.291937242514202
ENSMUSG00000042460,C1galt1,protein_coding,2.887082802775361,3.417955256126495,3.0291859627692865,3.397216284467961,1.1374198088798864,2.331454977724215,0.40438134217526406,1.4201680383238058
ENSMUSG00000042505,Sdhaf3,protein_coding,4.178972820907419,4.147713026341538,3.8137512163083316,4.317968030834374,2.320104969830841,3.473992098255802,2.808513972767593,2.268041681096357
ENSMUSG00000042595,Fam199x,protein_coding,5.867848230640744,5.770731118126114,5.750913446656805,5.664973131070038,3.202908336885224,4.620076432451288,3.42136389403588,3.6366054866322894
ENSMUSG00000042599,Kdm7a,protein_coding,7.787100685809867,7.7688609605839885,7.886709767200322,7.674074301855882,5.250379365229359,6.604596097698535,5.257612386209939,4.791363941402127
